,name,host_since,host_response_time,host_response_rate,host_is_superhost,host_identity_verified,neighbourhood_cleansed,property_type,room_type,bathrooms_text,amenities,has_availability,first_review,last_review,instant_bookable,latitude,longitude,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
1974,"The Artist, great view, prime spot",2018-11-15,within an hour,100%,t,t,Saint-Roch,Entire rental unit,Entire home/apt,1 bath,"[""High chair"", ""Central heating"", ""Ethernet connection"", ""Exterior security cameras on property"", ""Stainless steel single oven"", ""Extra pillows and blankets"", ""Elevator"", ""Freezer"", ""Clothing storage: closet"", ""Pack \u2019n play/Travel crib"", ""Fire extinguisher"", ""Hot water kettle"", ""Private entrance"", ""Single level home"", ""Dryer"", ""Essentials"", ""Whirlpool stainless steel electric stove"", ""Pocket wifi"", ""Smoke alarm"", ""Babysitter recommendations"", ""Self check-in"", ""Bathtub"", ""Wine glasses"", ""Toaster"", ""Bed linens"", ""Long term stays allowed"", ""Dishes and silverware"", ""First aid kit"", ""Outdoor dining area"", ""Crib"", ""Hot water"", ""Luggage dropoff allowed"", ""Hangers"", ""BBQ grill"", ""Baking sheet"", ""Iron"", ""Refrigerator"", ""Exercise equipment"", ""Room-darkening shades"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Outdoor furniture"", ""Keypad"", ""Hair dryer"", ""Washer"", ""Central air conditioning"", ""65 inch HDTV"", ""Microwave"", ""Dishwasher"", ""Shower gel"", ""Coffee maker"", ""Dining table"", ""Sun loungers"", ""Cooking basics"", ""Kitchen"", ""Wifi"", ""Shampoo""]",t,2024-06-24,2024-11-04,t,46.81148,-71.22902,4.0,1.0,1.0,2.0,143.0,2.0,365,29,59,89,364,26.0,26.0,6.0,4.96,4.96,4.88,4.96,5.0,4.65,4.81,2.0,2.0,0.0,0.0,5.61
1975,Le loft bleu 14 inn,2016-11-06,within an hour,100%,f,t,Quartier 5-4,Entire rental unit,Entire home/apt,1 bath,"[""Heating"", ""Essentials"", ""Bed linens"", ""TV"", ""Free parking on premises"", ""Hot water"", ""Smoke alarm"", ""Air conditioning"", ""Bathtub"", ""Dedicated workspace""]",t,2024-06-16,2024-10-28,t,46.8,-71.1903511,4.0,1.0,1.0,1.0,57.0,2.0,365,30,55,85,354,23.0,23.0,3.0,4.8,4.61,4.48,4.74,4.9,4.8,4.39,25.0,4.3,0.0,0.0,4.69
1976,3271 Maison de ville Quebec- Town House,2015-05-28,within an hour,96%,t,t,Saint-Sauveur,Entire home,Entire home/apt,2 baths,"[""High chair"", ""Ethernet connection"", ""Coffee maker: espresso machine"", ""Conditioner"", ""Extra pillows and blankets"", ""Free street parking"", ""Freezer"", ""Exercise equipment: free weights, stationary bike"", ""Fire extinguisher"", ""Private entrance"", ""Blender"", ""Dryer"", ""Essentials"", ""Smoke alarm"", ""Stainless steel oven"", ""Barbecue utensils"", ""Clothing storage"", ""Body soap"", ""Ceiling fan"", ""Heating"", ""Wine glasses"", ""Toaster"", ""Coffee"", ""Bed linens"", ""Private backyard"", ""Dishes and silverware"", ""First aid kit"", ""Free parking on premises"", ""Crib"", ""Hot water"", ""BBQ grill: gas"", ""Long term stays allowed"", ""Baby bath"", ""Mosquito net"", ""Hangers"", ""Sound system"", ""Baking sheet"", ""Iron"", ""Refrigerator"", ""Private patio or balcony"", ""Outdoor furniture"", ""Room-darkening shades"", ""Changing table"", ""Hair dryer"", ""Washer"", ""TV"", ""Microwave"", ""Dishwasher"", ""Shower gel"", ""Drying rack for clothing"", ""Dining table"", ""Cleaning products"", ""Cooking basics"", ""Kitchen"", ""Shampoo""]",t,23/01/2025,24/01/2025,f,46.81379,-71.2417,5.0,1.0,3.0,2.0,225.0,31.0,365,30,60,90,365,0.0,0.0,0.0,4.7,4.8,5.0,5.0,5.0,4.8,4.7,6.1,4.3,0.0,0.0,2.4
1977,Boho Chic Tiny House & Hot Tub \ Free EV Charger,2015-06-19,within an hour,100%,f,t,Quartier 5-4,Tiny home,Entire home/apt,1 bath,"[""Stainless steel single oven"", ""Heating - split type ductless system"", ""Conditioner"", ""43 inch HDTV with Fire TV"", ""EV charger - level 2"", ""Extra pillows and blankets"", ""Shared backyard"", ""Board games"", ""Freezer"", ""Fire extinguisher"", ""Hot water kettle"", ""Private entrance"", ""Hot tub"", ""Single level home"", ""Essentials"", ""Portable fans"", ""Smoke alarm"", ""Self check-in"", ""Clothing storage"", ""Body soap"", ""Wine glasses"", ""Toaster"", ""Coffee"", ""Bed linens"", ""Dishes and silverware"", ""First aid kit"", ""Outdoor dining area"", ""Window AC unit"", ""Hot water"", ""Coffee maker: drip coffee maker, Nespresso"", ""Private patio or balcony"", ""Mosquito net"", ""Baking sheet"", ""Refrigerator"", ""Pets allowed"", ""Free washer \u2013 In unit"", ""Outdoor furniture"", ""Room-darkening shades"", ""Carbon monoxide alarm"", ""Free driveway parking on premises \u2013 1 space"", ""Other induction stove"", ""Keypad"", ""Hair dryer"", ""Microwave"", ""Shower gel"", ""Cleaning products"", ""Cooking basics"", ""Kitchen"", ""Wifi"", ""Shampoo""]",t,2024-06-24,2024-11-04,t,46.8,-71.2,2.0,1.0,1.0,1.0,101.0,1.0,1125,18,46,73,253,35.0,35.0,6.0,4.91,4.94,4.8,4.77,4.77,4.8,4.69,14.0,14.0,0.0,0.0,7.55
1978,La Cabane dans les arbres * Vieux-Limoilou,2024-06-13,within an hour,100%,f,t,Vieux-Limoilou,Entire rental unit,Entire home/apt,1 bath,"[""Central heating"", ""Ethernet connection"", ""Free street parking"", ""Freezer"", ""Fire extinguisher"", ""Hot water kettle"", ""Private entrance"", ""Blender"", ""Oven"", ""Dryer"", ""Essentials"", ""Portable fans"", ""Smoke alarm"", ""Laundromat nearby"", ""Self check-in"", ""Clothing storage"", ""Body soap"", ""Wine glasses"", ""Toaster"", ""Coffee"", ""Bed linens"", ""Books and reading material"", ""Dishes and silverware"", ""First aid kit"", ""Outdoor dining area"", ""Hot water"", ""Private patio or balcony"", ""Hangers"", ""Sound system"", ""Baking sheet"", ""Refrigerator"", ""Outdoor furniture"", ""Air conditioning"", ""Room-darkening shades"", ""Dedicated workspace"", ""Stove"", ""Washer"", ""TV"", ""Lockbox"", ""Microwave"", ""Coffee maker"", ""Shower gel"", ""Drying rack for clothing"", ""Cooking basics"", ""Kitchen"", ""Wifi"", ""Shampoo""]",t,2024-07-01,2024-09-26,f,46.8297,-71.23115,3.0,1.0,1.0,2.0,143.2,3.0,31,0,0,0,0,6.0,6.0,0.0,4.83,5.0,5.0,4.83,5.0,4.67,4.83,1.0,1.0,0.0,0.0,1.36
1979,"Super 3,5 Près de la 3ème ave",2015-03-04,within an hour,100%,f,t,Vieux-Limoilou,Entire rental unit,Entire home/apt,1 bath,"[""Exterior security cameras on property"", ""Extra pillows and blankets"", ""Free street parking"", ""Freezer"", ""Patio or balcony"", ""Private entrance"", ""Hot water kettle"", ""Single level home"", ""Oven"", ""Dryer"", ""Essentials"", ""Cleaning available during stay"", ""Smoke alarm"", ""Laundromat nearby"", ""Self check-in"", ""Clothing storage"", ""Heating"", ""Wine glasses"", ""Toaster"", ""Bed linens"", ""Long term stays allowed"", ""Dishes and silverware"", ""Outdoor dining area"", ""Hot water"", ""Backyard"", ""Luggage dropoff allowed"", ""Mosquito net"", ""Hangers"", ""Pets allowed"", ""Iron"", ""Refrigerator"", ""Air conditioning"", ""Room-darkening shades"", ""Dedicated workspace"", ""Stove"", ""Washer"", ""TV"", ""Lockbox"", ""Microwave"", ""Dishwasher"", ""Coffee maker"", ""Dining table"", ""EV charger"", ""Cleaning products"", ""Cooking basics"", ""Kitchen"", ""Wifi""]",t,2024-08-31,2024-08-31,t,46.8211,-71.22335,4.0,1.0,1.0,1.0,39.0,31.0,365,26,48,48,240,1.0,1.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,17.0,17.0,0.0,0.0,0.42
1980,Super 5 pièces sur deux niveaux,2015-03-04,within an hour,100%,f,t,Loretteville,Entire rental unit,Entire home/apt,1 bath,"[""Exterior security cameras on property"", ""Extra pillows and blankets"", ""Free street parking"", ""Freezer"", ""Patio or balcony"", ""Private entrance"", ""Hot water kettle"", ""Single level home"", ""Oven"", ""Dryer"", ""Essentials"", ""Cleaning available during stay"", ""Smoke alarm"", ""Laundromat nearby"", ""Self check-in"", ""Clothing storage"", ""Bathtub"", ""Body soap"", ""Ceiling fan"", ""Heating"", ""Wine glasses"", ""Toaster"", ""Bed linens"", ""Long term stays allowed"", ""Dishes and silverware"", ""Free parking on premises"", ""Outdoor dining area"", ""Hot water"", ""Backyard"", ""Luggage dropoff allowed"", ""Mosquito net"", ""Hangers"", ""BBQ grill"", ""Pets allowed"", ""Iron"", ""Refrigerator"", ""Air conditioning"", ""Room-darkening shades"", ""Dedicated workspace"", ""Hair dryer"", ""Stove"", ""Washer"", ""TV"", ""Lockbox"", ""Microwave"", ""Dishwasher"", ""Coffee maker"", ""Dining table"", ""EV charger"", ""Cleaning products"", ""Cooking basics"", ""Kitchen"", ""Wifi"", ""Shampoo""]",t,2024-09-17,2024-09-17,t,46.8,-71.2,6.0,1.0,2.0,1.0,33.0,31.0,365,0,24,54,329,1.0,1.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,17.0,17.0,0.0,0.0,0.56
1981,Lockwell 109-5,2016-11-06,within an hour,100%,f,t,Saint-Jean-Baptiste,Entire rental unit,Entire home/apt,1 bath,"[""Heating"", ""Oven"", ""Essentials"", ""Lockbox"", ""Hot water"", ""Refrigerator"", ""Kitchen"", ""Self check-in"", ""Wifi"", ""Bathtub""]",t,2024-10-12,2024-10-12,f,46.8067501,-71.22540049999999,2.0,1.0,1.0,1.0,45.0,31.0,365,1,18,48,323,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,4.7,25.0,4.3,0.0,0.0,1.0
1982,"Private rooftop, central",2013-04-20,within an hour,100%,t,t,Saint-Roch,Entire rental unit,Entire home/apt,1 bath,"[""Conditioner"", ""Extra pillows and blankets"", ""Freezer"", ""Fire extinguisher"", ""Hot water kettle"", ""Oven"", ""Dryer"", ""Essentials"", ""Paid resort access"", ""Smoke alarm"", ""Barbecue utensils"", ""Self check-in"", ""Clothing storage"", ""Bathtub"", ""Body soap"", ""Fire pit"", ""Heating"", ""Wine glasses"", ""Toaster"", ""Coffee"", ""Bed linens"", ""Dishes and silverware"", ""Outdoor dining area"", ""Hot water"", ""Private patio or balcony"", ""TV with standard cable"", ""Hangers"", ""BBQ grill"", ""Baking sheet"", ""Iron"", ""Refrigerator"", ""Outdoor furniture"", ""Air conditioning"", ""Room-darkening shades"", ""Dedicated workspace"", ""Keypad"", ""Hair dryer"", ""Stove"", ""Washer"", ""Microwave"", ""Dishwasher"", ""Coffee maker"", ""Sun loungers"", ""Cooking basics"", ""Kitchen"", ""Wifi"", ""Shampoo""]",t,2024-07-27,2024-11-03,t,46.81324,-71.22116,4.0,1.0,2.0,2.0,108.0,2.0,30,6,9,9,60,8.0,8.0,4.0,5.0,5.0,4.88,5.0,5.0,4.88,4.88,4.0,4.0,0.0,0.0,2.26
1983,Camping de ville en LTV Unity,2023-06-01,within an hour,100%,t,t,Duberger-Les Saules,Camper/RV,Entire home/apt,1 bath,"[""Exterior security cameras on property"", ""Fire extinguisher"", ""Hot tub"", ""Host greets you"", ""Smoke alarm"", ""Fire pit"", ""Pool"", ""First aid kit"", ""Outdoor dining area"", ""Free parking on premises"", ""BBQ grill"", ""Exercise equipment"", ""Carbon monoxide alarm"", ""Air conditioning"", ""Dedicated workspace"", ""Outdoor shower"", ""Hair dryer"", ""TV"", ""Kitchen"", ""Wifi""]",t,2024-07-01,2024-10-20,f,46.80165,-71.2,2.0,1.0,2.0,1.0,120.0,2.0,365,29,59,89,269,26.0,26.0,3.0,4.92,4.88,4.88,5.0,4.96,4.88,4.88,3.0,2.0,0.0,0.0,5.91
1984,Suite Supérieure 1 - Rose Hôtel Invisible,2015-04-29,within an hour,100%,f,t,Saint-Roch,Room in hotel,Private room,1 private bath,"[""Central heating"", ""Ethernet connection"", ""Exterior security cameras on property"", ""Conditioner"", ""Window guards"", ""Smart lock"", ""Stainless steel electric stove"", ""Fire extinguisher"", ""Hot water kettle"", ""Essentials"", ""Clothing storage: wardrobe"", ""Crib - available upon request"", ""Smoke alarm"", ""Self check-in"", ""Body soap"", ""Wine glasses"", ""Toaster"", ""Coffee"", ""Dishes and silverware"", ""First aid kit"", ""Hot water"", ""Iron"", ""Mini fridge"", ""Hair dryer"", ""Coffee maker: Nespresso"", ""TV"", ""Paid parking garage off premises"", ""Microwave"", ""Portable air conditioning"", ""Shower gel"", ""Dining table"", ""Noise decibel monitors on property"", ""Cleaning products"", ""Cooking basics"", ""Kitchen"", ""Wifi"", ""Shampoo""]",t,23/01/2025,24/01/2025,t,46.8160731,-71.218565,4.0,1.0,1.0,2.0,159.0,1.0,30,29,59,89,360,0.0,0.0,0.0,4.7,4.8,5.0,5.0,5.0,4.8,4.7,26.0,4.0,0.0,0.0,2.4
1985,Chambre Deluxe 1 - Rose Hôtel Invisible,2015-04-29,within an hour,100%,f,t,Saint-Roch,Room in hotel,Private room,1 private bath,"[""Central heating"", ""Ethernet connection"", ""Exterior security cameras on property"", ""Conditioner"", ""Safe"", ""Extra pillows and blankets"", ""Window guards"", ""Smart lock"", ""Fire extinguisher"", ""Essentials"", ""Clothing storage: wardrobe"", ""Crib - available upon request"", ""Smoke alarm"", ""Self check-in"", ""Body soap"", ""Wine glasses"", ""Coffee"", ""Bed linens"", ""First aid kit"", ""Hot water"", ""Hangers"", ""Iron"", ""Room-darkening shades"", ""Air conditioning"", ""Mini fridge"", ""Hair dryer"", ""Coffee maker: Nespresso"", ""TV"", ""Paid parking garage off premises"", ""Shower gel"", ""Noise decibel monitors on property"", ""Cleaning products"", ""Wifi"", ""Shampoo""]",t,23/01/2025,24/01/2025,t,46.8160731,-71.218565,2.0,1.0,1.0,1.0,135.0,1.0,30,28,58,88,359,0.0,0.0,0.0,4.7,4.8,5.0,5.0,5.0,4.8,4.7,26.0,4.0,0.0,0.0,2.4
1986,Chambre Deluxe Ville 1 - Rose Hôtel Invisible,2015-04-29,within an hour,100%,f,t,Saint-Roch,Room in hotel,Private room,1 private bath,"[""Central heating"", ""Ethernet connection"", ""Exterior security cameras on property"", ""Conditioner"", ""Window guards"", ""Smart lock"", ""Fire extinguisher"", ""Dryer"", ""Essentials"", ""Clothing storage: wardrobe"", ""Crib - available upon request"", ""Smoke alarm"", ""Self check-in"", ""Body soap"", ""Wine glasses"", ""Coffee"", ""First aid kit"", ""Hot water"", ""Iron"", ""Air conditioning"", ""Mini fridge"", ""Hair dryer"", ""Coffee maker: Nespresso"", ""TV"", ""Paid parking garage off premises"", ""Shower gel"", ""Noise decibel monitors on property"", ""Cleaning products"", ""Wifi"", ""Shampoo""]",t,23/01/2025,24/01/2025,t,46.8160731,-71.218565,2.0,1.0,1.0,1.0,133.0,1.0,30,22,45,71,251,0.0,0.0,0.0,4.7,4.8,5.0,5.0,5.0,4.8,4.7,26.0,4.0,0.0,0.0,2.4
1987,Appartement privé.,2024-04-22,within an hour,100%,t,t,Saint-Émile,Entire rental unit,Entire home/apt,1 bath,"[""Freezer"", ""Board games"", ""Clothing storage: closet"", ""Fire extinguisher"", ""Hot water kettle"", ""Private entrance"", ""Coffee maker: drip coffee maker"", ""Smoke alarm"", ""Body soap"", ""Heating"", ""Wine glasses"", ""Toaster"", ""Coffee"", ""Dishes and silverware"", ""Free parking on premises"", ""Outdoor dining area"", ""Hot water"", ""Private patio or balcony"", ""Refrigerator"", ""Outdoor furniture"", ""TV"", ""Microwave"", ""Cleaning products"", ""Cooking basics"", ""Kitchen"", ""Wifi"", ""Shampoo""]",t,2024-07-02,2024-10-19,f,46.8,-71.2,3.0,1.0,1.0,1.0,105.0,2.0,30,24,49,79,169,29.0,29.0,4.0,4.97,4.93,5.0,5.0,5.0,4.97,5.0,1.0,1.0,0.0,0.0,6.64
1988,Chambre Deluxe 2 - Rose Hôtel Invisible,2015-04-29,within an hour,100%,f,t,Saint-Roch,Room in hotel,Private room,1 private bath,"[""Central heating"", ""Ethernet connection"", ""Exterior security cameras on property"", ""Conditioner"", ""Safe"", ""Extra pillows and blankets"", ""Window guards"", ""Smart lock"", ""Fire extinguisher"", ""Dryer"", ""Essentials"", ""Clothing storage: wardrobe"", ""Crib - available upon request"", ""Smoke alarm"", ""Self check-in"", ""Body soap"", ""Wine glasses"", ""Coffee"", ""Bed linens"", ""First aid kit"", ""Hot water"", ""Hangers"", ""Iron"", ""Room-darkening shades"", ""Air conditioning"", ""Mini fridge"", ""Hair dryer"", ""Coffee maker: Nespresso"", ""TV"", ""Paid parking garage off premises"", ""Shower gel"", ""Noise decibel monitors on property"", ""Cleaning products"", ""Wifi"", ""Shampoo""]",t,23/01/2025,24/01/2025,t,46.8160731,-71.218565,2.0,1.0,1.0,1.0,132.0,1.0,30,29,41,71,342,0.0,0.0,0.0,4.7,4.8,5.0,5.0,5.0,4.8,4.7,26.0,4.0,0.0,0.0,2.4
1989,Suite Supérieure 2 - Rose Hôtel Invisible,2015-04-29,within an hour,100%,f,t,Saint-Roch,Room in hotel,Private room,1 bath,"[""Central heating"", ""Ethernet connection"", ""Exterior security cameras on property"", ""Conditioner"", ""Window guards"", ""Smart lock"", ""Fire extinguisher"", ""Hot water kettle"", ""Dryer"", ""Essentials"", ""Clothing storage: wardrobe"", ""Crib - available upon request"", ""Smoke alarm"", ""Self check-in"", ""Body soap"", ""Wine glasses"", ""Toaster"", ""Coffee"", ""Dishes and silverware"", ""First aid kit"", ""Hot water"", ""Iron"", ""Air conditioning"", ""Mini fridge"", ""Hair dryer"", ""Coffee maker: Nespresso"", ""TV"", ""Paid parking garage off premises"", ""Microwave"", ""Shower gel"", ""Dining table"", ""Noise decibel monitors on property"", ""Cleaning products"", ""Cooking basics"", ""Kitchen"", ""Wifi"", ""Shampoo"", ""Bread maker""]",t,2024-10-06,2024-10-06,t,46.8160731,-71.218565,4.0,1.0,1.0,2.0,162.0,1.0,30,28,58,88,363,1.0,1.0,0.0,4.8,5.0,5.0,4.9,4.9,5.0,5.0,26.0,4.0,0.0,0.0,0.86
1990,Chambre Deluxe 3 - Rose Hôtel Invisible,2015-04-29,within an hour,100%,f,t,Saint-Roch,Room in hotel,Private room,1 private bath,"[""Central heating"", ""Ethernet connection"", ""Exterior security cameras on property"", ""Conditioner"", ""Window guards"", ""Smart lock"", ""Fire extinguisher"", ""Dryer"", ""Essentials"", ""Clothing storage: wardrobe"", ""Crib - available upon request"", ""Smoke alarm"", ""Self check-in"", ""Body soap"", ""Wine glasses"", ""Coffee"", ""First aid kit"", ""Hot water"", ""Iron"", ""Air conditioning"", ""Mini fridge"", ""Hair dryer"", ""Coffee maker: Nespresso"", ""TV"", ""Paid parking garage off premises"", ""Shower gel"", ""Noise decibel monitors on property"", ""Cleaning products"", ""Wifi"", ""Shampoo""]",t,23/01/2025,24/01/2025,t,46.8160731,-71.218565,2.0,1.0,1.0,1.0,130.0,1.0,30,29,59,89,269,0.0,0.0,0.0,4.7,4.8,5.0,5.0,5.0,4.8,4.7,26.0,4.0,0.0,0.0,2.4
1991,Chambre Deluxe 4 - Rose Hôtel Invisible,2015-04-29,within an hour,100%,f,t,Saint-Roch,Room in hotel,Private room,1 private bath,"[""Central heating"", ""Ethernet connection"", ""Exterior security cameras on property"", ""Conditioner"", ""Window guards"", ""Smart lock"", ""Fire extinguisher"", ""Dryer"", ""Essentials"", ""Clothing storage: wardrobe"", ""Crib - available upon request"", ""Smoke alarm"", ""Self check-in"", ""Body soap"", ""Wine glasses"", ""Coffee"", ""First aid kit"", ""Hot water"", ""Iron"", ""Air conditioning"", ""Mini fridge"", ""Hair dryer"", ""Coffee maker: Nespresso"", ""TV"", ""Paid parking garage off premises"", ""Shower gel"", ""Noise decibel monitors on property"", ""Cleaning products"", ""Wifi"", ""Shampoo""]",t,23/01/2025,24/01/2025,t,46.8160731,-71.218565,2.0,1.0,1.0,1.0,129.0,1.0,30,29,59,89,269,0.0,0.0,0.0,4.7,4.8,5.0,5.0,5.0,4.8,4.7,26.0,4.0,0.0,0.0,2.4
1992,Chambre Deluxe Ville 2  - Rose Hôtel Invisible,2015-04-29,within an hour,100%,f,t,Saint-Roch,Room in hotel,Private room,1 private bath,"[""Central heating"", ""Ethernet connection"", ""Exterior security cameras on property"", ""Conditioner"", ""Window guards"", ""Smart lock"", ""Fire extinguisher"", ""Dryer"", ""Essentials"", ""Clothing storage: wardrobe"", ""Crib - available upon request"", ""Smoke alarm"", ""Self check-in"", ""Body soap"", ""Wine glasses"", ""Coffee"", ""First aid kit"", ""Hot water"", ""Iron"", ""Air conditioning"", ""Mini fridge"", ""Hair dryer"", ""Coffee maker: Nespresso"", ""TV"", ""Paid parking garage off premises"", ""Shower gel"", ""Noise decibel monitors on property"", ""Cleaning products"", ""Wifi"", ""Shampoo""]",t,23/01/2025,24/01/2025,t,46.8160731,-71.218565,2.0,1.0,1.0,1.0,124.0,1.0,30,27,57,87,267,0.0,0.0,0.0,4.7,4.8,5.0,5.0,5.0,4.8,4.7,26.0,4.0,0.0,0.0,2.4
1993,Chambre Deluxe Ville 3  - Rose Hôtel Invisible,2015-04-29,within an hour,100%,f,t,Saint-Roch,Room in hotel,Private room,1 private bath,"[""Central heating"", ""Ethernet connection"", ""Exterior security cameras on property"", ""Conditioner"", ""Window guards"", ""Smart lock"", ""Fire extinguisher"", ""Dryer"", ""Essentials"", ""Clothing storage: wardrobe"", ""Crib - available upon request"", ""Smoke alarm"", ""Self check-in"", ""Body soap"", ""Wine glasses"", ""Coffee"", ""First aid kit"", ""Hot water"", ""Iron"", ""Air conditioning"", ""Mini fridge"", ""Hair dryer"", ""Coffee maker: Nespresso"", ""TV"", ""Paid parking garage off premises"", ""Shower gel"", ""Noise decibel monitors on property"", ""Cleaning products"", ""Wifi"", ""Shampoo""]",t,2024-09-21,2024-10-16,t,46.8160731,-71.218565,2.0,1.0,1.0,2.0,143.2,1.0,30,29,58,88,268,2.0,2.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,26.0,4.0,0.0,0.0,1.2
1994,Suite Supérieure 5 - Rose Hôtel Invisible,2015-04-29,within an hour,100%,f,t,Saint-Roch,Room in hotel,Private room,1 private bath,"[""Central heating"", ""Ethernet connection"", ""Exterior security cameras on property"", ""Conditioner"", ""Window guards"", ""Smart lock"", ""Fire extinguisher"", ""Hot water kettle"", ""Dryer"", ""Essentials"", ""Clothing storage: wardrobe"", ""Crib - available upon request"", ""Smoke alarm"", ""Self check-in"", ""Body soap"", ""Wine glasses"", ""Toaster"", ""Coffee"", ""Dishes and silverware"", ""First aid kit"", ""Hot water"", ""Iron"", ""Air conditioning"", ""Mini fridge"", ""Hair dryer"", ""Coffee maker: Nespresso"", ""TV"", ""Paid parking garage off premises"", ""Microwave"", ""Shower gel"", ""Dining table"", ""Noise decibel monitors on property"", ""Cleaning products"", ""Cooking basics"", ""Kitchen"", ""Wifi"", ""Shampoo"", ""Bread maker""]",t,23/01/2025,24/01/2025,t,46.8160731,-71.218565,4.0,1.0,1.0,2.0,162.0,1.0,30,29,59,89,269,0.0,0.0,0.0,4.7,4.8,5.0,5.0,5.0,4.8,4.7,26.0,4.0,0.0,0.0,2.4
1995,Chambre Deluxe 5 - Rose Hôtel Invisible,2015-04-29,within an hour,100%,f,t,Saint-Roch,Room in hotel,Private room,1 private bath,"[""Central heating"", ""Ethernet connection"", ""Exterior security cameras on property"", ""Conditioner"", ""Window guards"", ""Smart lock"", ""Fire extinguisher"", ""Dryer"", ""Essentials"", ""Clothing storage: wardrobe"", ""Crib - available upon request"", ""Smoke alarm"", ""Self check-in"", ""Body soap"", ""Wine glasses"", ""Coffee"", ""First aid kit"", ""Hot water"", ""Iron"", ""Air conditioning"", ""Mini fridge"", ""Hair dryer"", ""Coffee maker: Nespresso"", ""TV"", ""Paid parking garage off premises"", ""Shower gel"", ""Noise decibel monitors on property"", ""Cleaning products"", ""Wifi"", ""Shampoo""]",t,23/01/2025,24/01/2025,t,46.8160731,-71.218565,2.0,1.0,1.0,1.0,132.0,1.0,30,30,60,90,270,0.0,0.0,0.0,4.7,4.8,5.0,5.0,5.0,4.8,4.7,26.0,4.0,0.0,0.0,2.4
1996,Chambre Deluxe 6 - Rose Hôtel Invisible,2015-04-29,within an hour,100%,f,t,Saint-Roch,Room in hotel,Private room,1 private bath,"[""Central heating"", ""Ethernet connection"", ""Exterior security cameras on property"", ""Conditioner"", ""Window guards"", ""Smart lock"", ""Fire extinguisher"", ""Dryer"", ""Essentials"", ""Clothing storage: wardrobe"", ""Crib - available upon request"", ""Smoke alarm"", ""Self check-in"", ""Body soap"", ""Wine glasses"", ""Coffee"", ""First aid kit"", ""Hot water"", ""Iron"", ""Air conditioning"", ""Mini fridge"", ""Hair dryer"", ""Coffee maker: Nespresso"", ""TV"", ""Paid parking garage off premises"", ""Shower gel"", ""Noise decibel monitors on property"", ""Cleaning products"", ""Wifi"", ""Shampoo""]",t,23/01/2025,24/01/2025,t,46.8160731,-71.218565,2.0,1.0,1.0,1.0,132.0,1.0,30,30,60,90,270,0.0,0.0,0.0,4.7,4.8,5.0,5.0,5.0,4.8,4.7,26.0,4.0,0.0,0.0,2.4
